"Program Name","Level","Duration","Tuition Fee","Entry Requirements","Special Exams","Location","Start Date","Application Deadline","Application Fee","Servıce Fee","Program Language","University Name","CSCA Exam Required"
"Biophysics","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Radio Physics","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Electric Engineering and Automation","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Mechanical Design and Theory","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Mechanical Manufacturing and Automation","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Optical Engineering","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Precision Instruments and Mechanics","Master","2 Years","RMB 25,000 per year","With a bachelor degree or equivalent. Age under 35. HSK6>210.","N/A","N/A","Sep 1, 2021","Apr 7, 2021","USD 80","USD 50","Chinese","University of Electronic Science and Technology of China","N/A"
"Biological Science","Bachelor","4 Years","RMB 24,800 per year","Applicants should be 18-30 years old, non-Chinese citizens, be in good health, have received high school Graduation Certificate and hold a valid passport. Those who are Chinese citizens previously and are immigrants later should implement Document No.83 in 2009 issued by Ministry of Education. Certificate of New HSK-4 or above.","N/A","Beijing","Sep 1, 2022","May 31, 2022","USD 164","USD 54","Chinese","Beijing Forestry University","N/A"
"Spring Semester Chinese Language Program","Non-degree","1 Semester","RMB 8,200 In Total","Applicants should be non-Chinese citizens between 18-60 years old, be in good health, have received high school Graduation Certificate and hold a valid passport.","N/A","Beijing","Feb 28, 2027","Nov 30, 2026","USD 58","USD 100","Chinese","Beijing Forestry University","N/A"
"Food Science and Engineering","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","Attend Online Test: Required - CSCA","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Biotechnology","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","CSCA Test Required","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Forestry","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","Attend Online Test: Required - CSCA","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Environmental Science","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","CSCA Test Required","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Forest Protection","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","CSCA Test Required","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Geographic Information Science","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","CSCA Test Required","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Civil Engineering","Bachelor","4 Years","RMB 24,800 per year","Applicants should be 18-30 years old, non-Chinese citizens, be in good health, have received high school Graduation Certificate and hold a valid passport. Those who are Chinese citizens previously and are immigrants later should implement Document No.83 in 2009 issued by Ministry of Education. Certificate of New HSK-4 or above.","N/A","N/A","Sep 1, 2022","May 31, 2022","USD 164","USD 54","Chinese","Beijing Forestry University","N/A"
"Soil and Water Conservation and Desertification Control","Bachelor","4 Years","RMB 24,800 per year","Non-Chinese citizens. Between 18~30 years old. HSK level 5 or above. Be in good health. Have received high school Graduation Certificate. Hold a valid passport. Those who are Chinese citizens previously and are immigrants later should implement Document No. 83 in 2009 issued by Ministry of Education.","N/A","Beijing","Sep 1, 2022","Jun 30, 2022","USD 150 (Non-Refundable)","USD 50 (Non-Refundable)","Chinese","Beijing Forestry University","N/A"
"Landscape Architecture","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","CSCA Test Required","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Information Management and Information System","Bachelor","4 Years","RMB 24,800 per year","Non-Chinese citizens. Between 18~30 years old. HSK level 5 or above. Be in good health. Have received high school Graduation Certificate. Hold a valid passport. Those who are Chinese citizens previously and are immigrants later should implement Document No. 83 in 2009 issued by Ministry of Education.","N/A","Beijing","Sep 1, 2022","Jun 30, 2022","USD 150 (Non-Refundable)","USD 50 (Non-Refundable)","Chinese","Beijing Forestry University","N/A"
"Tourism Management","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","CSCA Test Required","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Urban and Rural Planning","Bachelor","4 Years","RMB 24,800 per year","Applicants should be non-Chinese citizens between 18-30 years old, be in good health, have received high school Graduation Certificate and hold a valid passport. We also apply the Document No.12 in 2020 issued by Ministry of Education. Certificate of New HSK-4 or above.","Attend Online Test: Required - CSCA","Beijing","Sep 1, 2026","May 31, 2026","USD 113","USD 100","Chinese","Beijing Forestry University","Yes"
"Mathematics and Applied Mathematics","Bachelor","4 Years","RMB 24,800 per year","Applicants should be 18-30 years old, non-Chinese citizens, be in good health, have received high school Graduation Certificate and hold a valid passport. Those who are Chinese citizens previously and are immigrants later should implement Document No.83 in 2009 issued by Ministry of Education. Certificate of New HSK-4 or above.","N/A","N/A","Sep 1, 2022","May 31, 2022","USD 164","USD 54","Chinese","Beijing Forestry University","N/A"
"Electronic Information Science and Technology","Bachelor","4 Years","RMB 24,800 per year","Non-Chinese citizens. Between 18~30 years old. HSK level 5 or above. Be in good health. Have received high school Graduation Certificate. Hold a valid passport. Those who are Chinese citizens previously and are immigrants later should implement Document No. 83 in 2009 issued by Ministry of Education.","N/A","Beijing","Sep 1, 2022","Jun 30, 2022","USD 150 (Non-Refundable)","USD 50 (Non-Refundable)","Chinese","Beijing Forestry University","N/A"
